seed,domain,family,replicate,global_commit,group_left,group_right,selected_pair,control_slot,matched,g3_utility,g3_stratum,control_utility,utility_gap,horizon,g3_train_loss,control_train_loss,g3_vs_control_train_delta,g3_validation_loss,control_validation_loss,g3_control_parameter_distance
2b7e151628aed2a6,N1-k2-shortlist,L0-original,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,16,1.10093760,1.10135853,-0.00042093,1.10079420,1.10121512,0.02000000
2b7e151628aed2a6,N1-k2-shortlist,L0-original,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,32,1.09636557,1.09660721,-0.00024164,1.09633768,1.09657669,0.02828427
2b7e151628aed2a6,N1-k2-shortlist,L0-original,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,64,1.08638334,1.08816183,-0.00177848,1.08672130,1.08848464,0.21977262
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,1,1.11040628,1.11137617,-0.00096989,1.11015093,1.11112082,0.02000000
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,2,1.10931420,1.11019862,-0.00088441,1.10906029,1.10994470,0.02000000
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,4,1.10776615,1.10848343,-0.00071728,1.10750794,1.10822570,0.02000000
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,8,1.10481203,1.10542667,-0.00061464,1.10459387,1.10520911,0.02000000
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,16,1.10192835,1.10257185,-0.00064349,1.10178030,1.10241687,0.07745966
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,32,1.09801686,1.09849131,-0.00047445,1.09804881,1.09846437,0.13341664
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,64,1.08958900,1.09051526,-0.00092626,1.09005415,1.09092939,0.18466185
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,1,1.11040628,1.11137617,-0.00096989,1.11015093,1.11112082,0.02000000
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,2,1.10931420,1.11019862,-0.00088441,1.10906029,1.10994470,0.02000000
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,4,1.10776615,1.10848343,-0.00071728,1.10750794,1.10822570,0.02000000
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,8,1.10481203,1.10542667,-0.00061464,1.10459387,1.10520911,0.02000000
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,16,1.10192835,1.10257185,-0.00064349,1.10178030,1.10241687,0.07745966
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,32,1.09801686,1.09849131,-0.00047445,1.09804881,1.09846437,0.13341664
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,64,1.08958900,1.09051526,-0.00092626,1.09005415,1.09092939,0.18466185
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,1,1.11040628,1.11137617,-0.00096989,1.11015093,1.11112082,0.02000000
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,2,1.10928595,1.11020672,-0.00092077,1.10903370,1.10995483,0.02000000
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,4,1.10747659,1.10822666,-0.00075006,1.10722828,1.10797846,0.02000000
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,8,1.10472333,1.10537791,-0.00065458,1.10450554,1.10516059,0.02000000
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,16,1.10186255,1.10205996,-0.00019741,1.10169864,1.10188365,0.02828427
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,32,1.09712660,1.09739685,-0.00027025,1.09710729,1.09737313,0.03999999
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,64,1.08633232,1.08670855,-0.00037622,1.08694315,1.08729744,0.07348467
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,1,1.11040628,1.11137617,-0.00096989,1.11015093,1.11112082,0.02000000
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,2,1.10928595,1.11020672,-0.00092077,1.10903370,1.10995483,0.02000000
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,4,1.10747659,1.10822666,-0.00075006,1.10722828,1.10797846,0.02000000
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,8,1.10472333,1.10537791,-0.00065458,1.10450554,1.10516059,0.02000000
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,16,1.10186255,1.10205996,-0.00019741,1.10169864,1.10188365,0.02828427
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,32,1.09712660,1.09739685,-0.00027025,1.09710729,1.09737313,0.03999999
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,64,1.08633232,1.08670855,-0.00037622,1.08694315,1.08729744,0.07348467
2b7e151628aed2a6,N2-full-7x7,L0-original,0,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,1,1.11040628,1.11137617,-0.00096989,1.11015093,1.11112082,0.02000000
2b7e151628aed2a6,N2-full-7x7,L0-original,0,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,2,1.10941851,1.11030364,-0.00088513,1.10915256,1.11003816,0.02000000
2b7e151628aed2a6,N2-full-7x7,L0-original,0,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,4,1.10763991,1.10839832,-0.00075841,1.10737765,1.10813642,0.02000000
2b7e151628aed2a6,N2-full-7x7,L0-original,0,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,8,1.10467064,1.10532653,-0.00065589,1.10445356,1.10510993,0.02000000
2b7e151628aed2a6,N2-full-7x7,L0-original,0,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,16,1.10093760,1.10135853,-0.00042093,1.10079420,1.10121512,0.02000000
2b7e151628aed2a6,N2-full-7x7,L0-original,0,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,32,1.09636557,1.09660721,-0.00024164,1.09633768,1.09657669,0.02828427
2b7e151628aed2a6,N2-full-7x7,L0-original,0,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,64,1.08638334,1.08816183,-0.00177848,1.08672130,1.08848464,0.21977262
2b7e151628aed2a6,N2-full-7x7,L0-original,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,1,1.11040628,1.11137617,-0.00096989,1.11015093,1.11112082,0.02000000
2b7e151628aed2a6,N2-full-7x7,L0-original,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,2,1.10941851,1.11030364,-0.00088513,1.10915256,1.11003816,0.02000000
2b7e151628aed2a6,N2-full-7x7,L0-original,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,4,1.10763991,1.10839832,-0.00075841,1.10737765,1.10813642,0.02000000
2b7e151628aed2a6,N2-full-7x7,L0-original,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,8,1.10467064,1.10532653,-0.00065589,1.10445356,1.10510993,0.02000000
2b7e151628aed2a6,N2-full-7x7,L0-original,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,16,1.10093760,1.10135853,-0.00042093,1.10079420,1.10121512,0.02000000
2b7e151628aed2a6,N2-full-7x7,L0-original,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,32,1.09636557,1.09660721,-0.00024164,1.09633768,1.09657669,0.02828427
2b7e151628aed2a6,N2-full-7x7,L0-original,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,64,1.08638334,1.08816183,-0.00177848,1.08672130,1.08848464,0.21977262
2b7e151628aed2a6,N2-full-7x7,L2-shifted-17,0,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,1,1.11040628,1.11137617,-0.00096989,1.11015093,1.11112082,0.02000000
2b7e151628aed2a6,N2-full-7x7,L2-shifted-17,0,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,2,1.10931420,1.11019862,-0.00088441,1.10906029,1.10994470,0.02000000
2b7e151628aed2a6,N2-full-7x7,L2-shifted-17,0,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,4,1.10776615,1.10848343,-0.00071728,1.10750794,1.10822570,0.02000000
2b7e151628aed2a6,N2-full-7x7,L2-shifted-17,0,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,8,1.10481203,1.10542667,-0.00061464,1.10459387,1.10520911,0.02000000
2b7e151628aed2a6,N2-full-7x7,L2-shifted-17,0,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,16,1.10192835,1.10257185,-0.00064349,1.10178030,1.10241687,0.07745966
2b7e151628aed2a6,N2-full-7x7,L2-shifted-17,0,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,32,1.09801686,1.09849131,-0.00047445,1.09804881,1.09846437,0.13341664
2b7e151628aed2a6,N2-full-7x7,L2-shifted-17,0,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,64,1.08958900,1.09051526,-0.00092626,1.09005415,1.09092939,0.18466185
2b7e151628aed2a6,N2-full-7x7,L2-shifted-17,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,1,1.11040628,1.11137617,-0.00096989,1.11015093,1.11112082,0.02000000
2b7e151628aed2a6,N2-full-7x7,L2-shifted-17,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,2,1.10931420,1.11019862,-0.00088441,1.10906029,1.10994470,0.02000000
2b7e151628aed2a6,N2-full-7x7,L2-shifted-17,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,4,1.10776615,1.10848343,-0.00071728,1.10750794,1.10822570,0.02000000
2b7e151628aed2a6,N2-full-7x7,L2-shifted-17,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,8,1.10481203,1.10542667,-0.00061464,1.10459387,1.10520911,0.02000000
2b7e151628aed2a6,N2-full-7x7,L2-shifted-17,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,16,1.10192835,1.10257185,-0.00064349,1.10178030,1.10241687,0.07745966
2b7e151628aed2a6,N2-full-7x7,L2-shifted-17,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,32,1.09801686,1.09849131,-0.00047445,1.09804881,1.09846437,0.13341664
2b7e151628aed2a6,N2-full-7x7,L2-shifted-17,0,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,64,1.08958900,1.09051526,-0.00092626,1.09005415,1.09092939,0.18466185
2b7e151628aed2a6,N2-full-7x7,L2-shifted-36,1,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,1,1.11040628,1.11137617,-0.00096989,1.11015093,1.11112082,0.02000000
2b7e151628aed2a6,N2-full-7x7,L2-shifted-36,1,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,2,1.10928595,1.11020672,-0.00092077,1.10903370,1.10995483,0.02000000
2b7e151628aed2a6,N2-full-7x7,L2-shifted-36,1,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,4,1.10747659,1.10822666,-0.00075006,1.10722828,1.10797846,0.02000000
2b7e151628aed2a6,N2-full-7x7,L2-shifted-36,1,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,8,1.10472333,1.10537791,-0.00065458,1.10450554,1.10516059,0.02000000
2b7e151628aed2a6,N2-full-7x7,L2-shifted-36,1,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,16,1.10186255,1.10205996,-0.00019741,1.10169864,1.10188365,0.02828427
2b7e151628aed2a6,N2-full-7x7,L2-shifted-36,1,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,32,1.09712660,1.09739685,-0.00027025,1.09710729,1.09737313,0.03999999
2b7e151628aed2a6,N2-full-7x7,L2-shifted-36,1,0,122,122,false,control_a,false,0.00096989,1,0.00000000,0.00000000,64,1.08633232,1.08670855,-0.00037622,1.08694315,1.08729744,0.07348467
2b7e151628aed2a6,N2-full-7x7,L2-shifted-36,1,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,1,1.11040628,1.11137617,-0.00096989,1.11015093,1.11112082,0.02000000
2b7e151628aed2a6,N2-full-7x7,L2-shifted-36,1,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,2,1.10928595,1.11020672,-0.00092077,1.10903370,1.10995483,0.02000000
2b7e151628aed2a6,N2-full-7x7,L2-shifted-36,1,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,4,1.10747659,1.10822666,-0.00075006,1.10722828,1.10797846,0.02000000
2b7e151628aed2a6,N2-full-7x7,L2-shifted-36,1,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,8,1.10472333,1.10537791,-0.00065458,1.10450554,1.10516059,0.02000000
2b7e151628aed2a6,N2-full-7x7,L2-shifted-36,1,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,16,1.10186255,1.10205996,-0.00019741,1.10169864,1.10188365,0.02828427
2b7e151628aed2a6,N2-full-7x7,L2-shifted-36,1,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,32,1.09712660,1.09739685,-0.00027025,1.09710729,1.09737313,0.03999999
2b7e151628aed2a6,N2-full-7x7,L2-shifted-36,1,0,122,122,false,control_b,false,0.00096989,1,0.00000000,0.00000000,64,1.08633232,1.08670855,-0.00037622,1.08694315,1.08729744,0.07348467
2b7e151628aed2a6,N1-k2-shortlist,L0-original,0,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,1,1.09102809,1.09102452,0.00000358,1.09116483,1.09116161,0.00500000
2b7e151628aed2a6,N1-k2-shortlist,L0-original,0,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,2,1.09058368,1.09058475,-0.00000107,1.09073889,1.09073651,0.00500000
2b7e151628aed2a6,N1-k2-shortlist,L0-original,0,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,4,1.08998334,1.08995283,0.00003052,1.09013069,1.09011054,0.00500000
2b7e151628aed2a6,N1-k2-shortlist,L0-original,0,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,8,1.08849680,1.08849907,-0.00000226,1.08869517,1.08869898,0.00500000
2b7e151628aed2a6,N1-k2-shortlist,L0-original,0,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,16,1.08553100,1.08592474,-0.00039375,1.08587992,1.08632016,0.05024937
2b7e151628aed2a6,N1-k2-shortlist,L0-original,0,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,32,1.07938898,1.07985699,-0.00046802,1.08013356,1.08060992,0.09962430
2b7e151628aed2a6,N1-k2-shortlist,L0-original,0,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,64,1.06285429,1.06414449,-0.00129020,1.06436408,1.06571925,0.14008927
2b7e151628aed2a6,N1-k2-shortlist,L0-original,0,50,94,4,true,control_b,false,0.00032341,1,0.00000000,0.00000000,1,1.09102809,1.09135151,-0.00032341,1.09116483,1.09147811,0.02061552
2b7e151628aed2a6,N1-k2-shortlist,L0-original,0,50,94,4,true,control_b,false,0.00032341,1,0.00000000,0.00000000,2,1.09058368,1.09090233,-0.00031865,1.09073889,1.09103715,0.02061552
2b7e151628aed2a6,N1-k2-shortlist,L0-original,0,50,94,4,true,control_b,false,0.00032341,1,0.00000000,0.00000000,4,1.08998334,1.09031165,-0.00032830,1.09013069,1.09047651,0.02061552
2b7e151628aed2a6,N1-k2-shortlist,L0-original,0,50,94,4,true,control_b,false,0.00032341,1,0.00000000,0.00000000,8,1.08849680,1.08883762,-0.00034082,1.08869517,1.08903062,0.03500000
2b7e151628aed2a6,N1-k2-shortlist,L0-original,0,50,94,4,true,control_b,false,0.00032341,1,0.00000000,0.00000000,16,1.08553100,1.08630478,-0.00077379,1.08587992,1.08669603,0.05766280
2b7e151628aed2a6,N1-k2-shortlist,L0-original,0,50,94,4,true,control_b,false,0.00032341,1,0.00000000,0.00000000,32,1.07938898,1.08012140,-0.00073242,1.08013356,1.08079779,0.09013877
2b7e151628aed2a6,N1-k2-shortlist,L0-original,0,50,94,4,true,control_b,false,0.00032341,1,0.00000000,0.00000000,64,1.06285429,1.06396616,-0.00111187,1.06436408,1.06537342,0.11715376
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,1,1.09102809,1.09102452,0.00000358,1.09116483,1.09116161,0.00500000
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,2,1.09053636,1.09053004,0.00000632,1.09069943,1.09069073,0.00500000
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,4,1.08988810,1.08986044,0.00002766,1.09006250,1.09004533,0.00500000
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,8,1.08852363,1.08849204,0.00003159,1.08869970,1.08867705,0.00500000
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,16,1.08606327,1.08604932,0.00001395,1.08640325,1.08639467,0.04031128
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,32,1.08027279,1.08001041,0.00026238,1.08086371,1.08057082,0.08139413
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,64,1.06535256,1.06507957,0.00027299,1.06672680,1.06641090,0.11101805
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,50,94,4,true,control_b,false,0.00032341,1,0.00000000,0.00000000,1,1.09102809,1.09135151,-0.00032341,1.09116483,1.09147811,0.02061552
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,50,94,4,true,control_b,false,0.00032341,1,0.00000000,0.00000000,2,1.09053636,1.09084260,-0.00030625,1.09069943,1.09098697,0.02061552
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,50,94,4,true,control_b,false,0.00032341,1,0.00000000,0.00000000,4,1.08988810,1.09021509,-0.00032699,1.09006250,1.09040880,0.02061552
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,50,94,4,true,control_b,false,0.00032341,1,0.00000000,0.00000000,8,1.08852363,1.08876491,-0.00024128,1.08869970,1.08897841,0.03201562
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,50,94,4,true,control_b,false,0.00032341,1,0.00000000,0.00000000,16,1.08606327,1.08607364,-0.00001037,1.08640325,1.08635938,0.07017834
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,50,94,4,true,control_b,false,0.00032341,1,0.00000000,0.00000000,32,1.08027279,1.08090091,-0.00062811,1.08086371,1.08143413,0.12619433
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-17,0,50,94,4,true,control_b,false,0.00032341,1,0.00000000,0.00000000,64,1.06535256,1.06552649,-0.00017393,1.06672680,1.06678522,0.14256577
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,1,1.09102809,1.09102452,0.00000358,1.09116483,1.09116161,0.00500000
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,2,1.09064090,1.09065282,-0.00001192,1.09079337,1.09080446,0.00500000
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,4,1.08996868,1.09009540,-0.00012672,1.09012806,1.09025693,0.02061554
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,8,1.08871806,1.08890605,-0.00018799,1.08894479,1.08911002,0.04153312
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,16,1.08618498,1.08644509,-0.00026011,1.08653271,1.08677125,0.05024939
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,32,1.08039284,1.08038437,0.00000846,1.08097911,1.08098888,0.06800736
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,64,1.06432950,1.06470203,-0.00037253,1.06549299,1.06597173,0.09287088
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,50,94,4,true,control_b,false,0.00032341,1,0.00000000,0.00000000,1,1.09102809,1.09135151,-0.00032341,1.09116483,1.09147811,0.02061552
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,50,94,4,true,control_b,false,0.00032341,1,0.00000000,0.00000000,2,1.09064090,1.09098005,-0.00033915,1.09079337,1.09112084,0.02061552
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,50,94,4,true,control_b,false,0.00032341,1,0.00000000,0.00000000,4,1.08996868,1.09031034,-0.00034165,1.09012806,1.09049165,0.02061552
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,50,94,4,true,control_b,false,0.00032341,1,0.00000000,0.00000000,8,1.08871806,1.08902121,-0.00030315,1.08894479,1.08923483,0.02061554
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,50,94,4,true,control_b,false,0.00032341,1,0.00000000,0.00000000,16,1.08618498,1.08651435,-0.00032938,1.08653271,1.08686507,0.02061554
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,50,94,4,true,control_b,false,0.00032341,1,0.00000000,0.00000000,32,1.08039284,1.08051455,-0.00012171,1.08097911,1.08104789,0.04153312
2b7e151628aed2a6,N1-k2-shortlist,L2-shifted-36,1,50,94,4,true,control_b,false,0.00032341,1,0.00000000,0.00000000,64,1.06432950,1.06474018,-0.00041068,1.06549299,1.06586373,0.06726813
2b7e151628aed2a6,N2-full-7x7,L0-original,0,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,1,1.09102809,1.09102452,0.00000358,1.09116483,1.09116161,0.00500000
2b7e151628aed2a6,N2-full-7x7,L0-original,0,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,2,1.09058368,1.09058475,-0.00000107,1.09073889,1.09073651,0.00500000
2b7e151628aed2a6,N2-full-7x7,L0-original,0,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,4,1.08998334,1.08995283,0.00003052,1.09013069,1.09011054,0.00500000
2b7e151628aed2a6,N2-full-7x7,L0-original,0,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,8,1.08849680,1.08849907,-0.00000226,1.08869517,1.08869898,0.00500000
2b7e151628aed2a6,N2-full-7x7,L0-original,0,50,94,4,true,control_a,true,0.00032341,1,0.00032699,0.00000358,16,1.08553100,1.08592474,-0.00039375,1.08587992,1.08632016,0.05024937
