dataset_index,initialization_index,stream_seed,arm,hash_partition_id,evidence_round,slot_start,partition_epoch,partition_fingerprint,panel_fingerprint,proposal_fingerprint,verifier_examples,panel_ns,quota_valid
0,0,a303d1ea00000001,projected_order_1d,,0,0,0,244bcacd0c456c25,8cd2d9fcfb87f8c9,e3521b6e67ecbaa9,48,2200,true
0,0,a303d1ea00000001,projected_order_1d,,1,4,0,244bcacd0c456c25,5fcfb89738ae19e4,319eee96aab6bfb9,48,2300,true
0,0,a303d1ea00000001,projected_order_1d,,2,8,0,244bcacd0c456c25,33e151c60de904b6,acb89f6bf144d363,48,2000,true
0,0,a303d1ea00000001,projected_order_1d,,3,12,0,244bcacd0c456c25,321b09d687c66e0e,24f38d0f2be6dfdb,48,2000,true
0,0,a303d1ea00000001,projected_order_1d,,4,16,0,244bcacd0c456c25,c54f0dc455e6fcb4,3e6fd7502b51c23e,48,1900,true
0,0,a303d1ea00000001,projected_order_1d,,5,20,0,244bcacd0c456c25,0528c8f4de8b32e9,a126e2080f82eb25,48,1600,true
0,0,a303d1ea00000001,projected_order_1d,,6,24,0,244bcacd0c456c25,45a09a0705e77170,c169df811fb16f06,48,1600,true
0,0,a303d1ea00000001,projected_order_1d,,7,28,0,244bcacd0c456c25,163761e9dca99574,fb75a3d766accb8f,48,1900,true
0,0,a303d1ea00000001,projected_order_1d,,8,32,0,244bcacd0c456c25,1a6b0406996daeae,4da72ebd3ce0c5bc,48,2400,true
0,0,a303d1ea00000001,projected_order_1d,,9,36,0,244bcacd0c456c25,1dfb6e60030d4efb,c644f176f1fc1ff0,48,2100,true
0,0,a303d1ea00000001,projected_order_1d,,10,40,0,244bcacd0c456c25,64ddcfa73d74122a,03b8b371c3c480c8,48,1900,true
0,0,a303d1ea00000001,projected_order_1d,,11,44,0,244bcacd0c456c25,2e8e2c3936dda47a,1798393591c9201e,48,2000,true
0,0,a303d1ea00000001,projected_order_1d,,12,48,0,244bcacd0c456c25,c604b5be70fa25ce,de646651f1e411f8,48,1900,true
0,0,a303d1ea00000001,projected_order_1d,,13,52,0,244bcacd0c456c25,ae16f642e3d4f5bc,a9604c747f6022cf,48,1600,true
0,0,a303d1ea00000001,projected_order_1d,,14,56,0,244bcacd0c456c25,d82a027a50e15d47,067daf534b87ec77,48,2300,true
0,0,a303d1ea00000001,projected_order_1d,,15,60,0,244bcacd0c456c25,9178f9a698a1f4f0,4ccab01596461ef0,48,2000,true
0,0,a303d1ea00000001,projected_order_1d,,16,64,0,244bcacd0c456c25,b22325a40fd019c1,4962008f109ae2b3,48,1600,true
0,0,a303d1ea00000001,projected_order_1d,,17,68,0,244bcacd0c456c25,1911a990b96250c5,e32d2614f8f32b11,48,1400,true
0,0,a303d1ea00000001,projected_order_1d,,18,72,0,244bcacd0c456c25,b5a7d56cd7f030cf,35ae0ddc8bac9c0f,48,1300,true
0,0,a303d1ea00000001,projected_order_1d,,19,76,0,244bcacd0c456c25,28c28ea066b23955,d36e998c89ab47c1,48,1600,true
0,0,a303d1ea00000001,projected_order_1d,,20,80,0,244bcacd0c456c25,335e2094394964aa,e1d7368aafa1a1a1,48,1500,true
0,0,a303d1ea00000001,projected_order_1d,,21,84,0,244bcacd0c456c25,b3b0602f9acb96fd,7f0cea1d8badc5d7,48,1600,true
0,0,a303d1ea00000001,projected_order_1d,,22,88,0,244bcacd0c456c25,17cfda8a0190dd31,a9847a097a0e110b,48,1300,true
0,0,a303d1ea00000001,projected_order_1d,,23,92,0,244bcacd0c456c25,1124c8b815eed9d6,a7ca312e23af84c4,48,1600,true
0,0,a303d1ea00000001,projected_order_1d,,24,96,0,244bcacd0c456c25,ea7c2302dc4b0672,ff30fd949c7b36fb,48,2200,true
