seed,global_commit,selected_present,g3_initial_utility,greedy_initial_utility,initial_regret,g3_initial_harmful,horizon,g3_train_loss,greedy_train_loss,delta_train_loss,g3_validation_loss,greedy_validation_loss,g3_best_opportunity,greedy_best_opportunity,delta_best_opportunity,g3_positive_blocks,greedy_positive_blocks,g3_harmful_blocks,greedy_harmful_blocks,g3_mean_positive_utility,greedy_mean_positive_utility,g3_median_positive_utility,greedy_median_positive_utility
2b7e151628aed2a6,2550,true,0.00036070,0.00101483,0.00065413,false,64,0.14289074,0.14356136,-0.00067063,0.16290130,0.16482536,0.00048384,0.00060838,-0.00012454,34,35,18,16,0.00015322,0.00018531,0.00010888,0.00012259
2b7e151628aed2a6,2600,true,0.00199208,0.00199208,0.00000000,false,1,0.14509259,0.14509259,0.00000000,0.16584417,0.16584417,0.00059354,0.00059354,0.00000000,28,28,28,28,0.00013587,0.00013587,0.00009340,0.00009340
2b7e151628aed2a6,2600,true,0.00199208,0.00199208,0.00000000,false,2,0.14487271,0.14487271,0.00000000,0.16548461,0.16548461,0.00034897,0.00034897,0.00000000,21,21,34,34,0.00014614,0.00014614,0.00014490,0.00014490
2b7e151628aed2a6,2600,true,0.00199208,0.00199208,0.00000000,false,4,0.14497130,0.14497130,0.00000000,0.16463302,0.16463302,0.00133787,0.00133787,0.00000000,26,26,31,31,0.00019949,0.00019949,0.00013143,0.00013143
2b7e151628aed2a6,2600,true,0.00199208,0.00199208,0.00000000,false,8,0.14388697,0.14388697,0.00000000,0.16441891,0.16441891,0.00058344,0.00058344,0.00000000,37,37,20,20,0.00014237,0.00014237,0.00011516,0.00011516
2b7e151628aed2a6,2600,true,0.00199208,0.00199208,0.00000000,false,16,0.14212710,0.14212710,0.00000000,0.16187726,0.16187726,0.00047390,0.00047390,0.00000000,33,33,23,23,0.00014742,0.00014742,0.00010978,0.00010978
2b7e151628aed2a6,2600,true,0.00199208,0.00199208,0.00000000,false,32,0.13992953,0.13992953,0.00000000,0.15938745,0.15938745,0.00096549,0.00096549,0.00000000,33,33,20,20,0.00025050,0.00025050,0.00016551,0.00016551
2b7e151628aed2a6,2600,true,0.00199208,0.00199208,0.00000000,false,64,0.13715811,0.13715811,0.00000000,0.15880965,0.15880965,0.00124682,0.00124682,0.00000000,39,39,18,18,0.00027834,0.00027834,0.00016195,0.00016195
2b7e151628aed2a6,2650,true,0.00028002,0.00037980,0.00009978,false,1,0.13711071,0.13701093,0.00009978,0.15831710,0.15819806,0.00037232,0.00064878,-0.00027646,25,20,28,32,0.00013584,0.00012240,0.00007673,0.00005621
2b7e151628aed2a6,2650,true,0.00028002,0.00037980,0.00009978,false,2,0.13674946,0.13636215,0.00038731,0.15792169,0.15744141,0.00059628,0.00040342,0.00019287,31,27,18,22,0.00016176,0.00015188,0.00013007,0.00013238
2b7e151628aed2a6,2650,true,0.00028002,0.00037980,0.00009978,false,4,0.13927309,0.13727315,0.00199994,0.16173041,0.15899000,0.00084780,0.00071672,0.00013109,27,26,26,28,0.00021318,0.00019624,0.00010449,0.00015956
2b7e151628aed2a6,2650,true,0.00028002,0.00037980,0.00009978,false,8,0.14008941,0.13827176,0.00181764,0.16283022,0.16005595,0.00028537,0.00041510,-0.00012973,15,18,41,38,0.00011199,0.00011871,0.00006448,0.00007592
2b7e151628aed2a6,2650,true,0.00028002,0.00037980,0.00009978,false,16,0.13644855,0.13619451,0.00025403,0.15801512,0.15713573,0.00117993,0.00083363,0.00034630,39,37,17,23,0.00026230,0.00021378,0.00015226,0.00012112
2b7e151628aed2a6,2650,true,0.00028002,0.00037980,0.00009978,false,32,0.13459522,0.13418598,0.00040923,0.15525852,0.15421808,0.00029831,0.00035611,-0.00005780,19,19,35,37,0.00009759,0.00010339,0.00007777,0.00007454
2b7e151628aed2a6,2650,true,0.00028002,0.00037980,0.00009978,false,64,0.12852451,0.13015594,-0.00163142,0.14735864,0.14821716,0.00023307,0.00024161,-0.00000854,17,18,37,36,0.00007295,0.00008675,0.00003900,0.00006613
2b7e151628aed2a6,2700,true,0.00168496,0.00168496,0.00000000,false,1,0.13346840,0.13346840,0.00000000,0.15281625,0.15281625,0.00120756,0.00120756,0.00000000,36,36,25,25,0.00029256,0.00029256,0.00022981,0.00022981
2b7e151628aed2a6,2700,true,0.00168496,0.00168496,0.00000000,false,2,0.13307603,0.13307603,0.00000000,0.15229954,0.15229954,0.00116077,0.00116077,0.00000000,34,34,22,22,0.00022521,0.00022521,0.00014916,0.00014916
2b7e151628aed2a6,2700,true,0.00168496,0.00168496,0.00000000,false,4,0.13149442,0.13149442,0.00000000,0.15056114,0.15056114,0.00072461,0.00072461,0.00000000,22,22,36,36,0.00019433,0.00019433,0.00012749,0.00012749
2b7e151628aed2a6,2700,true,0.00168496,0.00168496,0.00000000,false,8,0.13048463,0.13048463,0.00000000,0.14952885,0.14952885,0.00077777,0.00077777,0.00000000,41,41,19,19,0.00021095,0.00021095,0.00012571,0.00012571
2b7e151628aed2a6,2700,true,0.00168496,0.00168496,0.00000000,false,16,0.12925369,0.12925369,0.00000000,0.14718014,0.14718014,0.00073920,0.00073920,0.00000000,29,29,33,33,0.00016702,0.00016702,0.00009130,0.00009130
2b7e151628aed2a6,2700,true,0.00168496,0.00168496,0.00000000,false,32,0.12777419,0.12777419,0.00000000,0.14749968,0.14749968,0.00076872,0.00076872,0.00000000,26,26,26,26,0.00019186,0.00019186,0.00011690,0.00011690
2b7e151628aed2a6,2700,true,0.00168496,0.00168496,0.00000000,false,64,0.12158126,0.12158126,0.00000000,0.14414850,0.14414850,0.00096083,0.00096083,0.00000000,31,31,22,22,0.00024513,0.00024513,0.00020927,0.00020927
2b7e151628aed2a6,2750,true,0.00002088,0.00042874,0.00040785,false,1,0.12357423,0.12316638,0.00040785,0.14307362,0.14263092,0.00052348,0.00041091,0.00011256,19,15,27,36,0.00017903,0.00014565,0.00010321,0.00011698
2b7e151628aed2a6,2750,true,0.00002088,0.00042874,0.00040785,false,2,0.12305076,0.12301006,0.00004070,0.14275515,0.14248879,0.00100038,0.00088584,0.00011454,21,22,29,30,0.00019681,0.00018646,0.00008444,0.00008675
2b7e151628aed2a6,2750,true,0.00002088,0.00042874,0.00040785,false,4,0.12151471,0.12239770,-0.00088299,0.14157782,0.14235817,0.00060808,0.00058399,0.00002409,22,15,33,39,0.00011177,0.00017298,0.00005267,0.00013196
2b7e151628aed2a6,2750,true,0.00002088,0.00042874,0.00040785,false,8,0.12135654,0.12111250,0.00024404,0.14210747,0.14111762,0.00066708,0.00069229,-0.00002521,23,28,29,22,0.00020252,0.00018649,0.00010225,0.00011034
2b7e151628aed2a6,2750,true,0.00002088,0.00042874,0.00040785,false,16,0.12004212,0.11898658,0.00105554,0.14223053,0.13830586,0.00044602,0.00049994,-0.00005392,24,31,26,26,0.00016853,0.00015686,0.00015487,0.00011054
2b7e151628aed2a6,2750,true,0.00002088,0.00042874,0.00040785,false,32,0.11939325,0.11627045,0.00312281,0.14318407,0.13653505,0.00084624,0.00058003,0.00026621,33,29,20,24,0.00022297,0.00015312,0.00014925,0.00012004
2b7e151628aed2a6,2750,true,0.00002088,0.00042874,0.00040785,false,64,0.11529532,0.11424818,0.00104714,0.13417792,0.13217106,0.00074506,0.00084059,-0.00009553,40,41,17,15,0.00019562,0.00019160,0.00014348,0.00011429
2b7e151628aed2a6,2800,true,0.00052492,0.00085309,0.00032818,false,1,0.11535283,0.11502466,0.00032818,0.13301365,0.13253789,0.00106734,0.00076095,0.00030639,30,26,23,27,0.00022091,0.00020418,0.00015153,0.00016152
2b7e151628aed2a6,2800,true,0.00052492,0.00085309,0.00032818,false,2,0.11520130,0.11462343,0.00057787,0.13306805,0.13235952,0.00055177,0.00037483,0.00017694,31,26,25,30,0.00017261,0.00015920,0.00013183,0.00016522
2b7e151628aed2a6,2800,true,0.00052492,0.00085309,0.00032818,false,4,0.11497420,0.11429685,0.00067735,0.13332114,0.13225923,0.00046042,0.00042924,0.00003119,37,40,21,18,0.00014171,0.00014989,0.00009652,0.00013927
2b7e151628aed2a6,2800,true,0.00052492,0.00085309,0.00032818,false,8,0.11656469,0.11524913,0.00131556,0.13497014,0.13338746,0.00121093,0.00087330,0.00033762,33,30,24,25,0.00026477,0.00018200,0.00016921,0.00011356
2b7e151628aed2a6,2800,true,0.00052492,0.00085309,0.00032818,false,16,0.11463913,0.11411224,0.00052690,0.13342567,0.13220590,0.00034272,0.00030974,0.00003298,32,31,25,26,0.00012488,0.00012021,0.00009802,0.00009582
2b7e151628aed2a6,2800,true,0.00052492,0.00085309,0.00032818,false,32,0.11109968,0.11162285,-0.00052316,0.13119422,0.12944989,0.00035246,0.00045092,-0.00009845,21,25,33,29,0.00013607,0.00013711,0.00011837,0.00010315
2b7e151628aed2a6,2800,true,0.00052492,0.00085309,0.00032818,false,64,0.10780980,0.10734614,0.00046366,0.12957397,0.12855418,0.00042635,0.00034659,0.00007977,21,16,27,33,0.00014092,0.00014983,0.00010046,0.00010910
2b7e151628aed2a6,2850,true,0.00031553,0.00192653,0.00161099,false,1,0.11470614,0.11309514,0.00161099,0.14108154,0.13752964,0.00203343,0.00156835,0.00046507,35,35,22,21,0.00029901,0.00026852,0.00010697,0.00009926
2b7e151628aed2a6,2850,true,0.00031553,0.00192653,0.00161099,false,2,0.11429340,0.11252034,0.00177307,0.14087364,0.13717896,0.00221309,0.00154909,0.00066400,43,39,12,14,0.00028254,0.00025890,0.00016302,0.00018149
2b7e151628aed2a6,2850,true,0.00031553,0.00192653,0.00161099,false,4,0.11219203,0.11219452,-0.00000248,0.13732830,0.13751526,0.00192851,0.00183083,0.00009768,38,38,19,20,0.00024724,0.00025475,0.00011230,0.00012422
2b7e151628aed2a6,2850,true,0.00031553,0.00192653,0.00161099,false,8,0.10935449,0.10935882,-0.00000434,0.13207145,0.13233687,0.00062728,0.00056142,0.00006586,29,30,25,25,0.00017117,0.00015467,0.00011347,0.00009132
2b7e151628aed2a6,2850,true,0.00031553,0.00192653,0.00161099,false,16,0.10745717,0.10760436,-0.00014719,0.12936893,0.12976430,0.00039653,0.00044528,-0.00004875,17,18,33,33,0.00010596,0.00014719,0.00007999,0.00008929
2b7e151628aed2a6,2850,true,0.00031553,0.00192653,0.00161099,false,32,0.11414800,0.11270837,0.00143963,0.14466350,0.14188699,0.00196409,0.00097944,0.00098465,32,32,22,23,0.00031426,0.00022892,0.00018648,0.00015599
2b7e151628aed2a6,2850,true,0.00031553,0.00192653,0.00161099,false,64,0.10988591,0.10932094,0.00056497,0.14152381,0.14089923,0.00035222,0.00030641,0.00004581,22,24,24,25,0.00013310,0.00011724,0.00006922,0.00009134
2b7e151628aed2a6,2900,true,0.00041366,0.00163474,0.00122108,false,1,0.11342126,0.11220018,0.00122108,0.14665180,0.14493383,0.00168067,0.00180697,-0.00012630,34,34,17,19,0.00031604,0.00024139,0.00018362,0.00014901
2b7e151628aed2a6,2900,true,0.00041366,0.00163474,0.00122108,false,2,0.11319334,0.11205775,0.00113560,0.14642869,0.14427756,0.00174628,0.00162999,0.00011630,38,35,18,17,0.00032055,0.00024360,0.00016731,0.00015996
2b7e151628aed2a6,2900,true,0.00041366,0.00163474,0.00122108,false,4,0.11262641,0.11154922,0.00107719,0.14576025,0.14389530,0.00040227,0.00050592,-0.00010365,24,27,30,24,0.00011894,0.00012090,0.00009862,0.00008118
2b7e151628aed2a6,2900,true,0.00041366,0.00163474,0.00122108,false,8,0.11200126,0.11113904,0.00086223,0.14443247,0.14270638,0.00186598,0.00176288,0.00010310,36,33,22,22,0.00030340,0.00026208,0.00013846,0.00015271
2b7e151628aed2a6,2900,true,0.00041366,0.00163474,0.00122108,false,16,0.11109424,0.10818209,0.00291215,0.14219297,0.13631465,0.00099868,0.00070193,0.00029674,45,41,11,15,0.00027289,0.00021765,0.00022033,0.00014802
2b7e151628aed2a6,2900,true,0.00041366,0.00163474,0.00122108,false,32,0.10612833,0.10362748,0.00250085,0.13509202,0.12797467,0.00086436,0.00055812,0.00030624,37,37,20,19,0.00015510,0.00016693,0.00010222,0.00015638
2b7e151628aed2a6,2900,true,0.00041366,0.00163474,0.00122108,false,64,0.09720524,0.09842540,-0.00122015,0.11544400,0.11783385,0.00049334,0.00053880,-0.00004546,25,26,24,22,0.00014681,0.00014575,0.00010024,0.00008759
2b7e151628aed2a6,2950,true,-0.00013184,0.00083014,0.00096198,true,1,0.09950119,0.09853920,0.00096198,0.11863624,0.11895564,0.00074580,0.00047413,0.00027167,24,31,29,19,0.00017296,0.00012660,0.00017035,0.00007460
2b7e151628aed2a6,2950,true,-0.00013184,0.00083014,0.00096198,true,2,0.09902594,0.09879303,0.00023291,0.11644629,0.11868483,0.00040893,0.00053171,-0.00012279,31,34,15,17,0.00014641,0.00016035,0.00013573,0.00012986
2b7e151628aed2a6,2950,true,-0.00013184,0.00083014,0.00096198,true,4,0.09884975,0.09839813,0.00045162,0.11616144,0.11832257,0.00034560,0.00049750,-0.00015189,30,28,25,24,0.00010854,0.00014265,0.00008269,0.00012273
2b7e151628aed2a6,2950,true,-0.00013184,0.00083014,0.00096198,true,8,0.09754995,0.09804062,-0.00049067,0.11502615,0.11753695,0.00026099,0.00022644,0.00003456,29,25,26,26,0.00008999,0.00008653,0.00007401,0.00007844
2b7e151628aed2a6,2950,true,-0.00013184,0.00083014,0.00096198,true,16,0.09724361,0.09836656,-0.00112295,0.11766210,0.11987033,0.00056533,0.00061816,-0.00005283,27,31,26,22,0.00014596,0.00013867,0.00009501,0.00008595
2b7e151628aed2a6,2950,true,-0.00013184,0.00083014,0.00096198,true,32,0.09545387,0.09652048,-0.00106662,0.11329631,0.11349311,0.00042203,0.00048394,-0.00006191,28,27,27,26,0.00010891,0.00015643,0.00007081,0.00013429
2b7e151628aed2a6,2950,true,-0.00013184,0.00083014,0.00096198,true,64,0.09361041,0.09328377,0.00032663,0.11429819,0.11407211,0.00054768,0.00040653,0.00014115,30,32,22,17,0.00014692,0.00013563,0.00013985,0.00009336
2b7e151628aed2a6,3000,true,0.00013582,0.00013582,0.00000000,false,1,0.09343492,0.09343492,0.00000000,0.11289266,0.11289266,0.00023311,0.00023311,0.00000000,11,11,41,41,0.00009226,0.00009226,0.00004493,0.00004493
2b7e151628aed2a6,3000,true,0.00013582,0.00013582,0.00000000,false,2,0.09387982,0.09387982,0.00000000,0.11370659,0.11370659,0.00021321,0.00021321,0.00000000,11,11,38,38,0.00010011,0.00010011,0.00007641,0.00007641
2b7e151628aed2a6,3000,true,0.00013582,0.00013582,0.00000000,false,4,0.09642640,0.09642640,0.00000000,0.12021578,0.12021578,0.00164974,0.00164974,0.00000000,40,40,10,10,0.00025850,0.00025850,0.00015550,0.00015550
2b7e151628aed2a6,3000,true,0.00013582,0.00013582,0.00000000,false,8,0.09601211,0.09601211,0.00000000,0.11999080,0.11999080,0.00149637,0.00149637,0.00000000,24,24,31,31,0.00017519,0.00017519,0.00005984,0.00005984
2b7e151628aed2a6,3000,true,0.00013582,0.00013582,0.00000000,false,16,0.09274908,0.09274908,0.00000000,0.11318982,0.11318982,0.00031446,0.00031446,0.00000000,25,25,27,27,0.00009583,0.00009583,0.00007272,0.00007272
2b7e151628aed2a6,3000,true,0.00013582,0.00013582,0.00000000,false,32,0.09831071,0.09831071,0.00000000,0.12422866,0.12422866,0.00038812,0.00038812,0.00000000,15,15,34,34,0.00009245,0.00009245,0.00008348,0.00008348
2b7e151628aed2a6,3000,true,0.00013582,0.00013582,0.00000000,false,64,0.10058699,0.10058699,0.00000000,0.13004167,0.13004167,0.00170930,0.00170930,0.00000000,15,15,41,41,0.00019407,0.00019407,0.00010026,0.00010026
2b7e151628aed2a6,3050,true,-0.00062958,0.00133965,0.00196923,true,1,0.09837619,0.09640696,0.00196923,0.12194886,0.11877570,0.00136118,0.00115135,0.00020983,24,23,30,33,0.00025678,0.00018175,0.00013471,0.00009693
2b7e151628aed2a6,3050,true,-0.00062958,0.00133965,0.00196923,true,2,0.09806643,0.09665263,0.00141380,0.12147336,0.11887904,0.00189475,0.00171566,0.00017909,24,28,31,29,0.00033234,0.00028402,0.00012562,0.00012406
2b7e151628aed2a6,3050,true,-0.00062958,0.00133965,0.00196923,true,4,0.09823710,0.09653335,0.00170375,0.12302337,0.12015242,0.00166813,0.00148687,0.00018126,17,20,35,35,0.00016291,0.00013016,0.00005529,0.00004514
2b7e151628aed2a6,3050,true,-0.00062958,0.00133965,0.00196923,true,8,0.09802330,0.09848201,-0.00045871,0.12353235,0.12406813,0.00192313,0.00201403,-0.00009090,42,41,16,17,0.00029837,0.00034470,0.00016624,0.00015566
2b7e151628aed2a6,3050,true,-0.00062958,0.00133965,0.00196923,true,16,0.10004904,0.10268897,-0.00263993,0.12943289,0.13966507,0.00196664,0.00225554,-0.00028890,11,17,42,38,0.00026993,0.00019781,0.00008325,0.00004760
2b7e151628aed2a6,3050,true,-0.00062958,0.00133965,0.00196923,true,32,0.09381572,0.09569570,-0.00187998,0.11511245,0.12418165,0.00114221,0.00182759,-0.00068538,35,37,15,16,0.00024880,0.00031133,0.00009729,0.00017874
2b7e151628aed2a6,3050,true,-0.00062958,0.00133965,0.00196923,true,64,0.08951733,0.08989108,-0.00037374,0.11052086,0.11211485,0.00064120,0.00061679,0.00002442,24,19,27,34,0.00013402,0.00012361,0.00010429,0.00007347
2b7e151628aed2a6,3100,true,0.00008070,0.00033364,0.00025293,false,1,0.09019291,0.08993997,0.00025293,0.11095363,0.11046597,0.00033364,0.00035008,-0.00001644,22,28,32,23,0.00009334,0.00015517,0.00007042,0.00012121
2b7e151628aed2a6,3100,true,0.00008070,0.00033364,0.00025293,false,2,0.09151711,0.08985355,0.00166356,0.11258113,0.11058384,0.00073537,0.00041169,0.00032368,22,18,34,32,0.00023902,0.00012927,0.00019698,0.00011324
2b7e151628aed2a6,3100,true,0.00008070,0.00033364,0.00025293,false,4,0.09249531,0.09092615,0.00156917,0.11605224,0.11205813,0.00120091,0.00128458,-0.00008368,40,41,17,15,0.00027091,0.00026692,0.00019161,0.00018845
2b7e151628aed2a6,3100,true,0.00008070,0.00033364,0.00025293,false,8,0.09063300,0.08894063,0.00169238,0.11369254,0.10963248,0.00058962,0.00053764,0.00005198,22,21,34,37,0.00014228,0.00012692,0.00013754,0.00010876
2b7e151628aed2a6,3100,true,0.00008070,0.00033364,0.00025293,false,16,0.08851323,0.08712497,0.00138827,0.10917142,0.10635490,0.00026381,0.00023399,0.00002982,29,27,27,29,0.00008146,0.00007472,0.00004689,0.00004767
2b7e151628aed2a6,3100,true,0.00008070,0.00033364,0.00025293,false,32,0.09152066,0.08980361,0.00171705,0.11673495,0.11391965,0.00105840,0.00083092,0.00022748,21,18,32,32,0.00023562,0.00021555,0.00017349,0.00016180
2b7e151628aed2a6,3100,true,0.00008070,0.00033364,0.00025293,false,64,0.09747124,0.09211468,0.00535656,0.13307054,0.12274043,0.00093966,0.00088903,0.00005063,19,29,31,25,0.00032553,0.00022921,0.00022861,0.00014168
2b7e151628aed2a6,3150,true,-0.00037938,0.00228975,0.00266913,true,1,0.09438112,0.09171200,0.00266913,0.12542953,0.12005011,0.00250702,0.00155260,0.00095442,24,14,30,38,0.00025601,0.00025150,0.00007337,0.00008542
2b7e151628aed2a6,3150,true,-0.00037938,0.00228975,0.00266913,true,2,0.09460365,0.09182956,0.00277409,0.12563162,0.12013995,0.00237271,0.00204943,0.00032328,21,20,28,32,0.00033882,0.00029262,0.00009524,0.00011240
2b7e151628aed2a6,3150,true,-0.00037938,0.00228975,0.00266913,true,4,0.09049443,0.08872267,0.00177176,0.11649445,0.11207307,0.00163701,0.00124075,0.00039627,19,14,33,34,0.00019725,0.00016720,0.00006795,0.00004052
2b7e151628aed2a6,3150,true,-0.00037938,0.00228975,0.00266913,true,8,0.08882583,0.08772347,0.00110236,0.11226511,0.10921364,0.00030557,0.00016592,0.00013965,19,15,35,37,0.00007332,0.00006173,0.00004867,0.00004864
2b7e151628aed2a6,3150,true,-0.00037938,0.00228975,0.00266913,true,16,0.09722984,0.09501355,0.00221629,0.13234971,0.12759843,0.00081421,0.00068908,0.00012513,16,18,38,38,0.00028549,0.00020344,0.00023413,0.00010896
2b7e151628aed2a6,3150,true,-0.00037938,0.00228975,0.00266913,true,32,0.09554569,0.09337097,0.00217471,0.13024986,0.12522216,0.00247365,0.00214050,0.00033315,29,34,25,21,0.00035021,0.00026381,0.00012112,0.00010943
2b7e151628aed2a6,3150,true,-0.00037938,0.00228975,0.00266913,true,64,0.08546809,0.08434830,0.00111979,0.10971850,0.10578551,0.00046171,0.00017250,0.00028921,18,15,36,41,0.00010665,0.00006035,0.00010355,0.00003434
2b7e151628aed2a6,3200,true,0.00146554,0.00146554,0.00000000,false,1,0.08612982,0.08612982,0.00000000,0.10706104,0.10706104,0.00112677,0.00112677,0.00000000,40,40,15,15,0.00024087,0.00024087,0.00016693,0.00016693
2b7e151628aed2a6,3200,true,0.00146554,0.00146554,0.00000000,false,2,0.08500306,0.08500306,0.00000000,0.10380819,0.10380819,0.00075430,0.00075430,0.00000000,34,34,13,13,0.00022222,0.00022222,0.00018775,0.00018775
2b7e151628aed2a6,3200,true,0.00146554,0.00146554,0.00000000,false,4,0.08373449,0.08373449,0.00000000,0.10147801,0.10147801,0.00071410,0.00071410,0.00000000,33,33,17,17,0.00016677,0.00016677,0.00012312,0.00012312
2b7e151628aed2a6,3200,true,0.00146554,0.00146554,0.00000000,false,8,0.08729907,0.08729907,0.00000000,0.11343038,0.11343038,0.00065675,0.00065675,0.00000000,38,38,16,16,0.00021225,0.00021225,0.00018226,0.00018226
2b7e151628aed2a6,3200,true,0.00146554,0.00146554,0.00000000,false,16,0.08504134,0.08504134,0.00000000,0.10901480,0.10901480,0.00074244,0.00074244,0.00000000,38,38,17,17,0.00014976,0.00014976,0.00011968,0.00011968
2b7e151628aed2a6,3200,true,0.00146554,0.00146554,0.00000000,false,32,0.08907171,0.08907171,0.00000000,0.11639709,0.11639709,0.00204322,0.00204322,0.00000000,36,36,18,18,0.00042766,0.00042766,0.00026842,0.00026842
2b7e151628aed2a6,3200,true,0.00146554,0.00146554,0.00000000,false,64,0.07985861,0.07985861,0.00000000,0.09793811,0.09793811,0.00037047,0.00037047,0.00000000,25,25,24,24,0.00010805,0.00010805,0.00006290,0.00006290
2b7e151628aed2a6,3250,true,-0.00015152,0.00027119,0.00042270,true,1,0.08235673,0.08193403,0.00042270,0.10226899,0.10188036,0.00031161,0.00025785,0.00005376,16,18,35,33,0.00011458,0.00009509,0.00009895,0.00007184
2b7e151628aed2a6,3250,true,-0.00015152,0.00027119,0.00042270,true,2,0.08222442,0.08174477,0.00047965,0.10210689,0.10184132,0.00055457,0.00047050,0.00008407,23,26,22,23,0.00014282,0.00011506,0.00008262,0.00008459
2b7e151628aed2a6,3250,true,-0.00015152,0.00027119,0.00042270,true,4,0.08587423,0.08529800,0.00057623,0.11036352,0.11002418,0.00091488,0.00071242,0.00020245,31,35,21,20,0.00023426,0.00015271,0.00011288,0.00010163
2b7e151628aed2a6,3250,true,-0.00015152,0.00027119,0.00042270,true,8,0.08295019,0.08193192,0.00101827,0.10575473,0.10263210,0.00115789,0.00072267,0.00043522,27,35,23,20,0.00022242,0.00018855,0.00017308,0.00016183
2b7e151628aed2a6,3250,true,-0.00015152,0.00027119,0.00042270,true,16,0.07928975,0.07908408,0.00020567,0.09738758,0.09544735,0.00031201,0.00028881,0.00002319,20,20,32,33,0.00009322,0.00010433,0.00005197,0.00007011
2b7e151628aed2a6,3250,true,-0.00015152,0.00027119,0.00042270,true,32,0.07794360,0.07890485,-0.00096125,0.09231406,0.09237102,0.00021951,0.00020862,0.00001089,21,21,31,33,0.00009583,0.00009723,0.00009447,0.00009368
2b7e151628aed2a6,3250,true,-0.00015152,0.00027119,0.00042270,true,64,0.08997589,0.09209996,-0.00212407,0.12765419,0.13045238,0.00117037,0.00124896,-0.00007858,25,29,26,28,0.00018299,0.00016631,0.00009602,0.00006952
2b7e151628aed2a6,3300,true,-0.00078392,0.00021838,0.00100230,true,1,0.07788292,0.07688062,0.00100230,0.09720958,0.09407631,0.00061975,0.00020789,0.00041185,32,31,20,21,0.00010840,0.00007843,0.00009166,0.00007569
2b7e151628aed2a6,3300,true,-0.00078392,0.00021838,0.00100230,true,2,0.07769809,0.07775433,-0.00005624,0.09705583,0.09701236,0.00033525,0.00059617,-0.00026092,31,30,22,22,0.00008973,0.00009284,0.00007071,0.00007568
2b7e151628aed2a6,3300,true,-0.00078392,0.00021838,0.00100230,true,4,0.07876565,0.07884783,-0.00008218,0.10065016,0.10052910,0.00013460,0.00014028,-0.00000568,11,10,41,42,0.00004123,0.00004135,0.00002807,0.00003749
2b7e151628aed2a6,3300,true,-0.00078392,0.00021838,0.00100230,true,8,0.08389533,0.08397752,-0.00008219,0.11314005,0.11299300,0.00100686,0.00103552,-0.00002865,25,27,31,30,0.00012183,0.00012366,0.00006200,0.00009310
2b7e151628aed2a6,3300,true,-0.00078392,0.00021838,0.00100230,true,16,0.08817494,0.08536771,0.00280723,0.12361025,0.11783060,0.00236540,0.00220638,0.00015903,36,36,18,15,0.00030323,0.00026883,0.00016364,0.00012061
2b7e151628aed2a6,3300,true,-0.00078392,0.00021838,0.00100230,true,32,0.09328779,0.09652386,-0.00323607,0.13728718,0.14446782,0.00230872,0.00253309,-0.00022437,29,28,25,29,0.00024121,0.00023442,0.00008678,0.00006866
2b7e151628aed2a6,3300,true,-0.00078392,0.00021838,0.00100230,true,64,0.08404980,0.08369953,0.00035027,0.11196533,0.11075523,0.00106943,0.00277499,-0.00170556,19,17,35,38,0.00015215,0.00033895,0.00005269,0.00006711
2b7e151628aed2a6,3350,true,0.00135844,0.00135844,0.00000000,false,1,0.07830568,0.07830568,0.00000000,0.09807246,0.09807246,0.00079975,0.00079975,0.00000000,31,31,18,18,0.00014294,0.00014294,0.00006366,0.00006366
2b7e151628aed2a6,3350,true,0.00135844,0.00135844,0.00000000,false,2,0.07751573,0.07751573,0.00000000,0.09510856,0.09510856,0.00063141,0.00063141,0.00000000,32,32,16,16,0.00013411,0.00013411,0.00009645,0.00009645
2b7e151628aed2a6,3350,true,0.00135844,0.00135844,0.00000000,false,4,0.07836074,0.07836074,0.00000000,0.09996545,0.09996545,0.00060210,0.00060210,0.00000000,35,35,17,17,0.00013489,0.00013489,0.00008564,0.00008564
2b7e151628aed2a6,3350,true,0.00135844,0.00135844,0.00000000,false,8,0.07780436,0.07780436,0.00000000,0.10045302,0.10045302,0.00030658,0.00030658,0.00000000,29,29,22,22,0.00009943,0.00009943,0.00008541,0.00008541
2b7e151628aed2a6,3350,true,0.00135844,0.00135844,0.00000000,false,16,0.08917290,0.08917290,0.00000000,0.12330215,0.12330215,0.00135430,0.00135430,0.00000000,13,13,39,39,0.00023970,0.00023970,0.00009739,0.00009739
2b7e151628aed2a6,3350,true,0.00135844,0.00135844,0.00000000,false,32,0.08908387,0.08908387,0.00000000,0.12280986,0.12280986,0.00135239,0.00135239,0.00000000,22,22,31,31,0.00034976,0.00034976,0.00025296,0.00025296
2b7e151628aed2a6,3350,true,0.00135844,0.00135844,0.00000000,false,64,0.07804243,0.07804243,0.00000000,0.09955978,0.09955978,0.00204602,0.00204602,0.00000000,34,34,23,23,0.00028577,0.00028577,0.00013763,0.00013763
2b7e151628aed2a6,3400,true,0.00022253,0.00022670,0.00000416,false,1,0.07512123,0.07511707,0.00000416,0.09384475,0.09345568,0.00024599,0.00023445,0.00001153,26,24,29,28,0.00007326,0.00007638,0.00006303,0.00006935
2b7e151628aed2a6,3400,true,0.00022253,0.00022670,0.00000416,false,2,0.07487524,0.07488400,-0.00000876,0.09295646,0.09292690,0.00023472,0.00023766,-0.00000294,20,21,31,30,0.00007983,0.00007708,0.00006655,0.00005505
