seed,global_commit,block_count,best_utility,selected_block_utility,selected_program_utility,selected_block_regret,selected_program_regret,selected_block_rank,selected_present,near_abs_1e5,near_abs_1e4,near_abs_1e3,near_abs_1e2,near_relative_1pct,near_relative_5pct,positive_blocks,neutral_blocks,harmful_blocks,selected_block_near_1pct,selected_block_near_5pct,selected_block_positive,selected_block_harmful,selected_program_positive,selected_program_harmful
77a19d3c4e280b51,3200,62,0.00088285,0.00006458,0.00006458,0.00081827,0.00081827,24,true,1,2,55,62,1,2,33,9,20,false,false,true,false,true,false
77a19d3c4e280b51,3250,62,0.00110912,-0.00062992,-0.00135528,0.00173904,0.00246440,61,true,1,1,7,62,1,1,16,6,40,false,false,false,true,false,true
77a19d3c4e280b51,3300,62,0.00022757,-0.00019635,-0.00046404,0.00042392,0.00069161,50,true,1,4,62,62,1,1,14,9,39,false,false,false,true,false,true
77a19d3c4e280b51,3350,62,0.00043315,-0.00039536,-0.00086100,0.00082850,0.00129415,55,true,1,1,60,62,1,1,13,5,44,false,false,false,true,false,true
77a19d3c4e280b51,3400,62,0.00221933,0.00221933,0.00221933,0.00000000,0.00000000,1,true,1,1,1,62,1,1,47,4,11,true,true,true,false,true,false
77a19d3c4e280b51,3450,62,0.00060858,-0.00032958,-0.00078567,0.00093815,0.00139425,55,true,1,1,56,62,1,1,17,10,35,false,false,false,true,false,true
77a19d3c4e280b51,3500,62,0.00023086,-0.00024140,-0.00064136,0.00047226,0.00087222,58,true,1,7,62,62,1,2,25,8,29,false,false,false,true,false,true
77a19d3c4e280b51,3550,62,0.00066000,-0.00054008,-0.00114030,0.00120008,0.00180030,58,true,1,2,53,62,1,2,15,7,40,false,false,false,true,false,true
77a19d3c4e280b51,3600,62,0.00045986,-0.00011757,-0.00027078,0.00057743,0.00073064,60,true,1,2,62,62,1,1,43,7,12,false,false,false,true,false,true
77a19d3c4e280b51,3650,62,0.00094966,0.00048161,0.00048161,0.00046805,0.00046805,6,true,1,1,47,62,1,1,35,8,19,false,false,true,false,true,false
77a19d3c4e280b51,3700,62,0.00110954,0.00081992,0.00081992,0.00028962,0.00028962,2,true,1,1,31,62,1,1,45,5,12,false,false,true,false,true,false
77a19d3c4e280b51,3750,62,0.00034182,0.00012052,0.00012052,0.00022130,0.00022130,11,true,1,2,61,62,1,1,34,6,22,false,false,true,false,true,false
77a19d3c4e280b51,3800,62,0.00058743,0.00042200,0.00036555,0.00016543,0.00022188,4,true,1,1,58,62,1,1,31,7,24,false,false,true,false,true,false
77a19d3c4e280b51,3850,62,0.00016987,0.00014246,0.00013375,0.00002742,0.00003612,2,true,1,4,61,62,1,1,9,2,51,false,false,true,false,true,false
77a19d3c4e280b51,3900,62,0.00158188,0.00158188,0.00158188,0.00000000,0.00000000,1,true,1,1,8,62,1,1,47,7,8,true,true,true,false,true,false
77a19d3c4e280b51,3950,62,0.00059161,0.00003570,-0.00007214,0.00055591,0.00066375,17,true,1,1,59,62,1,1,20,9,33,false,false,true,false,false,true
77a19d3c4e280b51,4000,62,0.00104520,0.00104520,0.00104374,0.00000000,0.00000146,1,true,1,1,27,62,1,1,35,8,19,true,true,true,false,true,false
77a19d3c4e280b51,4050,62,0.00088575,0.00012892,0.00012892,0.00075682,0.00075682,12,true,1,1,51,62,1,1,23,6,33,false,false,true,false,true,false
77a19d3c4e280b51,4100,62,0.00118116,0.00042478,0.00024501,0.00075638,0.00093614,5,true,1,1,18,62,1,1,37,8,17,false,false,true,false,true,false
77a19d3c4e280b51,4150,62,0.00023198,0.00009707,0.00008698,0.00013491,0.00014500,14,true,1,8,62,62,1,1,27,9,26,false,false,true,false,true,false
77a19d3c4e280b51,4200,62,0.00124376,0.00009662,0.00004950,0.00114714,0.00119425,22,true,1,2,9,62,1,2,38,9,15,false,false,true,false,true,false
77a19d3c4e280b51,4250,62,0.00128132,0.00003479,0.00001146,0.00124653,0.00126986,23,true,1,1,6,62,1,1,27,7,28,false,false,true,false,true,false
77a19d3c4e280b51,4300,62,0.00096289,0.00066309,0.00066309,0.00029980,0.00029980,3,true,1,1,45,62,1,1,30,7,25,false,false,true,false,true,false
77a19d3c4e280b51,4350,62,0.00023098,-0.00016416,-0.00041132,0.00039514,0.00064230,54,true,1,2,62,62,1,1,14,13,35,false,false,false,true,false,true
77a19d3c4e280b51,4400,62,0.00046095,0.00005853,0.00001668,0.00040242,0.00044427,19,true,1,2,62,62,1,1,32,16,14,false,false,true,false,true,false
77a19d3c4e280b51,4450,62,0.00086265,0.00078997,0.00078997,0.00007268,0.00007268,4,true,1,4,60,62,1,2,39,10,13,false,false,true,false,true,false
77a19d3c4e280b51,4500,62,0.00015937,0.00011876,0.00002928,0.00004061,0.00013009,7,true,2,11,62,62,2,2,20,16,26,false,false,true,false,true,false
77a19d3c4e280b51,4550,62,0.00043732,0.00001964,-0.00002643,0.00041768,0.00046375,25,true,1,1,61,62,1,1,27,4,31,false,false,true,false,false,true
77a19d3c4e280b51,4600,62,0.00068080,0.00002025,0.00002025,0.00066055,0.00066055,27,true,1,3,62,62,1,2,29,13,20,false,false,true,false,true,false
77a19d3c4e280b51,4650,62,0.00135461,0.00060666,0.00060666,0.00074795,0.00074795,7,true,1,1,7,62,1,1,22,13,27,false,false,true,false,true,false
77a19d3c4e280b51,4700,62,0.00063615,0.00028076,0.00023697,0.00035538,0.00039917,5,true,1,1,62,62,1,1,36,15,11,false,false,true,false,true,false
77a19d3c4e280b51,4750,62,0.00051741,0.00017475,0.00014964,0.00034266,0.00036777,2,true,1,1,59,62,1,1,22,12,28,false,false,true,false,true,false
1111222233334444,0,62,0.00104666,0.00096989,0.00096989,0.00007677,0.00007677,2,true,1,2,30,62,1,1,39,21,2,false,false,true,false,true,false
1111222233334444,50,62,0.00034904,0.00032854,0.00032854,0.00002050,0.00002050,3,true,1,4,62,62,1,2,27,22,13,false,false,true,false,true,false
1111222233334444,100,62,0.00072992,0.00072992,0.00072992,0.00000000,0.00000000,1,true,1,1,62,62,1,1,35,15,12,true,true,true,false,true,false
1111222233334444,150,62,0.00085056,0.00085056,0.00085056,0.00000000,0.00000000,1,true,1,1,59,62,1,1,41,9,12,true,true,true,false,true,false
1111222233334444,200,62,0.00077277,0.00075299,0.00075299,0.00001979,0.00001979,2,true,1,2,58,62,1,2,39,12,11,false,true,true,false,true,false
1111222233334444,250,62,0.00083148,0.00083148,0.00083148,0.00000000,0.00000000,1,true,1,2,57,62,1,2,30,13,19,true,true,true,false,true,false
1111222233334444,300,62,0.00043076,0.00043076,0.00041533,0.00000000,0.00001544,1,true,1,2,62,62,1,1,25,10,27,true,true,true,false,true,false
1111222233334444,350,62,0.00106907,0.00106907,0.00106907,0.00000000,0.00000000,1,true,1,2,33,62,1,1,44,11,7,true,true,true,false,true,false
1111222233334444,400,62,0.00100815,0.00085008,0.00085008,0.00015807,0.00015807,3,true,1,1,41,62,1,1,41,9,12,false,false,true,false,true,false
1111222233334444,450,62,0.00094938,0.00050491,0.00050491,0.00044447,0.00044447,5,true,1,1,52,62,1,1,38,9,15,false,false,true,false,true,false
1111222233334444,500,62,0.00098413,0.00098413,0.00098413,0.00000000,0.00000000,1,true,1,1,48,62,1,1,35,12,15,true,true,true,false,true,false
1111222233334444,550,62,0.00110334,0.00038314,0.00038314,0.00072020,0.00072020,19,true,1,2,29,62,1,2,40,8,14,false,false,true,false,true,false
1111222233334444,600,62,0.00100040,0.00088334,0.00088334,0.00011706,0.00011706,3,true,1,2,35,62,1,1,35,8,19,false,false,true,false,true,false
1111222233334444,650,62,0.00112087,-0.00000960,-0.00003213,0.00113046,0.00115299,45,true,1,1,24,62,1,1,37,9,16,false,false,false,false,false,true
1111222233334444,700,62,0.00094575,0.00086117,0.00086117,0.00008458,0.00008458,2,true,1,2,52,62,1,1,36,12,14,false,false,true,false,true,false
1111222233334444,750,62,0.00086123,0.00053561,0.00053561,0.00032562,0.00032562,6,true,2,2,56,62,2,2,39,9,14,false,false,true,false,true,false
1111222233334444,800,62,0.00075197,0.00034523,0.00034523,0.00040674,0.00040674,17,true,1,2,58,62,1,1,44,6,12,false,false,true,false,true,false
1111222233334444,850,62,0.00115722,0.00062221,0.00060940,0.00053501,0.00054783,5,true,1,1,26,62,1,1,35,6,21,false,false,true,false,true,false
1111222233334444,900,62,0.00124133,0.00124133,0.00124133,0.00000000,0.00000000,1,true,1,1,8,62,1,1,21,8,33,true,true,true,false,true,false
1111222233334444,950,62,0.00069350,0.00063425,0.00063425,0.00005925,0.00005925,3,true,1,3,56,62,1,2,30,7,25,false,false,true,false,true,false
1111222233334444,1000,62,0.00207692,0.00207692,0.00207692,0.00000000,0.00000000,1,true,1,1,4,62,1,1,28,10,24,true,true,true,false,true,false
1111222233334444,1050,62,0.00205410,0.00052798,0.00052798,0.00152612,0.00152612,23,true,1,1,6,62,1,1,42,8,12,false,false,true,false,true,false
1111222233334444,1100,62,0.00104851,0.00055939,0.00055939,0.00048912,0.00048912,8,true,2,2,32,62,2,2,33,8,21,false,false,true,false,true,false
1111222233334444,1150,62,0.00088704,0.00013757,0.00013757,0.00074947,0.00074947,22,true,1,1,48,62,1,1,30,8,24,false,false,true,false,true,false
1111222233334444,1200,62,0.00114116,0.00042415,0.00042415,0.00071701,0.00071701,20,true,1,1,30,62,1,1,41,11,10,false,false,true,false,true,false
1111222233334444,1250,62,0.00055790,0.00044638,0.00044602,0.00011152,0.00011188,5,true,1,4,59,62,1,1,20,10,32,false,false,true,false,true,false
1111222233334444,1300,62,0.00071868,0.00038871,0.00022650,0.00032997,0.00049219,7,true,1,3,52,62,1,2,28,7,27,false,false,true,false,true,false
1111222233334444,1350,62,0.00108612,0.00108612,0.00108612,0.00000000,0.00000000,1,true,1,1,18,62,1,1,25,8,29,true,true,true,false,true,false
1111222233334444,1400,62,0.00075042,0.00065339,0.00065339,0.00009704,0.00009704,3,true,1,3,49,62,1,2,30,7,25,false,false,true,false,true,false
1111222233334444,1450,62,0.00134683,-0.00067785,-0.00160527,0.00202468,0.00295210,61,true,1,1,18,62,1,1,33,10,19,false,false,false,true,false,true
1111222233334444,1500,62,0.00064132,0.00012770,0.00009575,0.00051361,0.00054556,15,true,1,3,55,62,1,2,23,13,26,false,false,true,false,true,false
1111222233334444,1550,62,0.00085831,0.00044587,0.00023144,0.00041243,0.00062686,12,true,1,1,59,62,1,1,43,6,13,false,false,true,false,true,false
1111222233334444,1600,62,0.00131142,-0.00013879,-0.00033274,0.00145021,0.00164416,50,true,1,1,13,62,1,1,29,6,27,false,false,false,true,false,true
1111222233334444,1650,62,0.00087866,-0.00033584,-0.00067940,0.00121450,0.00155807,59,true,1,1,54,62,1,1,37,6,19,false,false,false,true,false,true
1111222233334444,1700,62,0.00091636,0.00072330,0.00072330,0.00019306,0.00019306,5,true,2,4,49,62,2,3,33,4,25,false,false,true,false,true,false
1111222233334444,1750,62,0.00128204,0.00043511,0.00043511,0.00084692,0.00084692,14,true,1,1,17,62,1,1,41,5,16,false,false,true,false,true,false
1111222233334444,1800,62,0.00061774,0.00021428,0.00019738,0.00040346,0.00042036,6,true,1,1,52,62,1,1,16,7,39,false,false,true,false,true,false
1111222233334444,1850,62,0.00164962,0.00069273,0.00054681,0.00095689,0.00110281,13,true,2,2,14,62,2,2,30,3,29,false,false,true,false,true,false
1111222233334444,1900,62,0.00094393,0.00064677,0.00064677,0.00029716,0.00029716,4,true,1,1,28,62,1,1,19,6,37,false,false,true,false,true,false
1111222233334444,1950,62,0.00099665,0.00099665,0.00099665,0.00000000,0.00000000,1,true,1,1,51,62,1,1,44,7,11,true,true,true,false,true,false
1111222233334444,2000,62,0.00086701,-0.00029796,-0.00063714,0.00116497,0.00150415,56,true,1,2,48,62,1,2,30,9,23,false,false,false,true,false,true
1111222233334444,2050,62,0.00089648,-0.00054181,-0.00114742,0.00143829,0.00204390,59,true,1,1,43,62,1,1,23,4,35,false,false,false,true,false,true
1111222233334444,2100,62,0.00090584,0.00027284,0.00027284,0.00063300,0.00063300,11,true,1,1,53,62,1,1,36,7,19,false,false,true,false,true,false
1111222233334444,2150,62,0.00060312,0.00019930,0.00019930,0.00040382,0.00040382,6,true,1,2,60,62,1,1,18,4,40,false,false,true,false,true,false
1111222233334444,2200,62,0.00171262,0.00171262,0.00171262,0.00000000,0.00000000,1,true,1,1,8,62,1,1,40,3,19,true,true,true,false,true,false
1111222233334444,2250,62,0.00113361,0.00069161,0.00068088,0.00044200,0.00045273,7,true,1,3,27,62,1,2,39,10,13,false,false,true,false,true,false
1111222233334444,2300,62,0.00081399,0.00022078,0.00019798,0.00059322,0.00061601,13,true,1,2,59,62,1,1,38,4,20,false,false,true,false,true,false
1111222233334444,2350,62,0.00043848,-0.00025310,-0.00052297,0.00069158,0.00096145,58,true,3,4,60,62,2,3,33,6,23,false,false,false,true,false,true
1111222233334444,2400,62,0.00055583,0.00004192,-0.00005025,0.00051391,0.00060607,34,true,1,3,62,62,1,2,38,7,17,false,false,true,false,false,true
1111222233334444,2450,62,0.00106716,-0.00000943,-0.00033116,0.00107659,0.00139832,44,true,1,2,25,62,1,1,35,9,18,false,false,false,false,false,true
1111222233334444,2500,62,0.00103639,0.00037062,0.00032099,0.00066577,0.00071540,3,true,1,1,12,62,1,1,14,6,42,false,false,true,false,true,false
1111222233334444,2550,62,0.00053309,0.00031039,0.00021124,0.00022270,0.00032185,5,true,1,1,57,62,1,1,22,2,38,false,false,true,false,true,false
1111222233334444,2600,62,0.00101238,0.00038451,0.00038451,0.00062788,0.00062788,10,true,1,2,44,62,1,1,44,4,14,false,false,true,false,true,false
1111222233334444,2650,62,0.00080097,0.00021037,0.00021037,0.00059059,0.00059059,4,true,1,1,47,62,1,1,20,5,37,false,false,true,false,true,false
1111222233334444,2700,62,0.00187534,0.00187534,0.00181077,0.00000000,0.00006457,1,true,1,1,4,62,1,1,47,3,12,true,true,true,false,true,false
1111222233334444,2750,62,0.00041339,-0.00026704,-0.00071646,0.00068043,0.00112985,55,true,1,1,61,62,1,1,15,8,39,false,false,false,true,false,true
1111222233334444,2800,62,0.00089890,0.00063117,0.00060655,0.00026773,0.00029235,5,true,1,2,48,62,1,2,29,8,25,false,false,true,false,true,false
1111222233334444,2850,62,0.00087649,0.00062466,0.00062466,0.00025183,0.00025183,3,true,1,1,46,62,1,1,20,10,32,false,false,true,false,true,false
1111222233334444,2900,62,0.00052881,0.00034809,0.00034390,0.00018072,0.00018491,7,true,1,3,62,62,1,1,43,3,16,false,false,true,false,true,false
1111222233334444,2950,62,0.00064103,0.00052127,0.00052127,0.00011976,0.00011976,2,true,1,1,55,62,1,1,24,5,33,false,false,true,false,true,false
1111222233334444,3000,62,0.00167307,0.00167307,0.00167307,0.00000000,0.00000000,1,true,1,1,2,62,1,1,28,6,28,true,true,true,false,true,false
1111222233334444,3050,62,0.00037959,-0.00014363,-0.00031264,0.00052322,0.00069223,39,true,1,1,58,62,1,1,13,5,44,false,false,false,true,false,true
1111222233334444,3100,62,0.00155120,0.00107595,0.00107595,0.00047524,0.00047524,2,true,1,1,7,62,1,1,40,9,13,false,false,true,false,true,false
1111222233334444,3150,62,0.00039776,0.00032356,0.00032356,0.00007419,0.00007419,3,true,1,3,61,62,1,1,18,11,33,false,false,true,false,true,false
1111222233334444,3200,62,0.00057706,-0.00029916,-0.00088009,0.00087622,0.00145715,56,true,1,1,59,62,1,1,13,6,43,false,false,false,true,false,true
1111222233334444,3250,62,0.00040326,0.00040326,0.00040326,0.00000000,0.00000000,1,true,2,5,62,62,1,3,31,12,19,true,true,true,false,true,false
1111222233334444,3300,62,0.00034869,0.00018784,0.00018784,0.00016084,0.00016084,5,true,1,2,62,62,1,1,20,7,35,false,false,true,false,true,false
1111222233334444,3350,62,0.00127138,-0.00074367,-0.00157538,0.00201505,0.00284676,61,true,1,1,15,62,1,1,37,5,20,false,false,false,true,false,true
1111222233334444,3400,62,0.00034907,0.00034907,0.00034907,0.00000000,0.00000000,1,true,1,3,61,62,1,1,14,6,42,true,true,true,false,true,false
1111222233334444,3450,62,0.00053995,0.00031525,0.00031525,0.00022470,0.00022470,3,true,1,2,59,62,1,1,28,8,26,false,false,true,false,true,false
1111222233334444,3500,62,0.00052948,0.00017886,0.00017886,0.00035062,0.00035062,9,true,1,1,61,62,1,1,26,7,29,false,false,true,false,true,false
1111222233334444,3550,62,0.00083642,-0.00011944,-0.00043526,0.00095586,0.00127168,46,true,1,1,50,62,1,1,23,7,32,false,false,false,true,false,true
1111222233334444,3600,62,0.00142783,0.00142783,0.00142783,0.00000000,0.00000000,1,true,1,1,6,62,1,1,24,10,28,true,true,true,false,true,false
1111222233334444,3650,62,0.00046851,-0.00014791,-0.00062408,0.00061642,0.00109260,48,true,1,1,61,62,1,1,22,6,34,false,false,false,true,false,true
1111222233334444,3700,62,0.00079277,0.00079277,0.00079277,0.00000000,0.00000000,1,true,1,1,50,62,1,1,27,6,29,true,true,true,false,true,false
1111222233334444,3750,62,0.00064525,0.00016491,0.00009876,0.00048034,0.00054649,23,true,1,3,61,62,1,1,42,6,14,false,false,true,false,true,false
1111222233334444,3800,62,0.00048339,-0.00035613,-0.00082861,0.00083952,0.00131200,60,true,1,4,61,62,1,1,34,6,22,false,false,false,true,false,true
1111222233334444,3850,62,0.00081314,0.00081314,0.00081314,0.00000000,0.00000000,1,true,1,1,56,62,1,1,25,10,27,true,true,true,false,true,false
1111222233334444,3900,62,0.00056591,0.00011784,-0.00027528,0.00044807,0.00084119,7,true,1,3,56,62,1,2,16,7,39,false,false,true,false,false,true
1111222233334444,3950,62,0.00008650,0.00007512,0.00007512,0.00001138,0.00001138,2,true,1,21,62,62,1,1,10,11,41,false,false,true,false,true,false
1111222233334444,4000,62,0.00047912,-0.00063460,-0.00069096,0.00111373,0.00117008,62,true,1,1,60,62,1,1,26,10,26,false,false,false,true,false,true
1111222233334444,4050,62,0.00122359,0.00049979,0.00049979,0.00072379,0.00072379,4,true,1,1,16,62,1,1,40,10,12,false,false,true,false,true,false
1111222233334444,4100,62,0.00174526,0.00174526,0.00174526,0.00000000,0.00000000,1,true,1,1,8,62,1,1,41,5,16,true,true,true,false,true,false
1111222233334444,4150,62,0.00060853,0.00024407,0.00024407,0.00036445,0.00036445,2,true,1,1,62,62,1,1,22,13,27,false,false,true,false,true,false
1111222233334444,4200,62,0.00029138,0.00007851,-0.00000699,0.00021288,0.00029837,16,true,1,2,62,62,1,1,31,13,18,false,false,true,false,false,false
1111222233334444,4250,62,0.00044680,-0.00028478,-0.00050253,0.00073158,0.00094933,61,true,1,1,62,62,1,1,29,7,26,false,false,false,true,false,true
1111222233334444,4300,62,0.00190875,0.00115109,0.00115109,0.00075766,0.00075766,3,true,1,1,7,62,1,1,43,7,12,false,false,true,false,true,false
1111222233334444,4350,62,0.00022903,-0.00010454,-0.00025778,0.00033357,0.00048681,51,true,1,3,62,62,1,1,20,6,36,false,false,false,true,false,true
1111222233334444,4400,62,0.00077927,0.00077927,0.00077927,0.00000000,0.00000000,1,true,1,1,46,62,1,1,16,9,37,true,true,true,false,true,false
1111222233334444,4450,62,0.00045255,0.00029286,0.00029286,0.00015969,0.00015969,10,true,1,6,61,62,1,3,39,9,14,false,false,true,false,true,false
1111222233334444,4500,62,0.00033265,0.00033265,0.00033265,0.00000000,0.00000000,1,true,1,3,62,62,1,1,25,5,32,true,true,true,false,true,false
1111222233334444,4550,62,0.00018391,-0.00003854,-0.00014203,0.00022245,0.00032594,24,true,1,3,60,62,1,1,9,6,47,false,false,false,true,false,true
1111222233334444,4600,62,0.00041813,-0.00005598,-0.00005598,0.00047412,0.00047412,51,true,1,5,62,62,1,1,32,7,23,false,false,false,true,false,true
1111222233334444,4650,62,0.00043218,0.00043218,0.00043218,0.00000000,0.00000000,1,true,1,1,62,62,1,1,33,11,18,true,true,true,false,true,false
1111222233334444,4700,62,0.00108084,0.00108084,0.00103522,0.00000000,0.00004562,1,true,1,3,29,62,1,1,35,6,21,true,true,true,false,true,false
1111222233334444,4750,62,0.00089773,0.00000530,-0.00000174,0.00089243,0.00089947,30,true,1,1,49,62,1,1,28,9,25,false,false,false,false,false,false
